address,categories,city,country,key,lat,long,name,phones,postalCode,province,websites
25 Omega Doctor 150,Brewers,Williston,US,us/vt/williston/25omegadoctor150/,44.447831,-73.126008,Burlington Beer Co,8028632337,5495,VT,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1Dtty0c-PwIG_IiIZb81Uypwxh337Op2lMtFc6KTrsYB0k8GMC6WAdzI_iHyJ6yLcCdwR8sQAjVf8309q41F9EGIT4BczPFbY7Kb5llOlc6teWAGvIoD3x4Fse4yh00IrBx_vDUUHjusHtlTxAYOa96IuzAY-myfTZ-ns3GHrusdliHTKS8l-tIHsUUgU4NqQH7OBH7m4Dk91bCqlDzrYunnOaraxInCwAeFOIT2Et3GnhRZBq3jKZKKH6bbXWVQx3eeU6E1Y4zfZIbpiFYiFuj0C7qlg4TeymS4CeAWDzh3bs3ffkX1nYMWtp-iDXtFjQdDLKw6iTokva_czwcxDnPC5xO5iCxMDxSDc3-dxEfaENFNGpqf3Q-acVKRP8XlJ8b0&placement=listing_profile.b&cs_user=unknown&cs_session=e94bb07b991d1cf41d43e174828fd69a1a22e6c8
Church St,"Tours & Activities, Food & Drink, Tours, Brewery Tours, Tour",Burlington,US,us/vt/burlington/churchst,44.47655,-73.21253,Burlington Brew Tours,"5188034181, 802 760-6091, 8027606091",5401,VT,http://www.burlingtonbrewtours.com/
1221 S 3rd St,"Kentucky"">Brewery, Kentucky>Brewery",Louisville,US,us/ky/louisville/1221s3rdst,38.23370443,-85.7585071,Burn Pad,,40203,KY,
Leslie Rd,Brewery North End,Bridgeport,US,us/ct/bridgeport/leslierd,,,Burnbro's Brewery and House of 1000 Smoked Meats,,6606,CT,
1750 Thomas Ave,Brewery Hamline - Midway,Saint Paul,US,us/mn/saintpaul/1750thomasave,,,Burning Brothers Brewing,6514448882,55104,MN,burnbrosbrew.com
111 Oak Grove Dr,"Building Specialties, General Contractors, Home Improvements, Building Contractors-commercial & Industrial, home improvement & remodeling, Brewer, Building Restoration & Preservation, Building Contractors, Builders & Contractors, Building Construction Consultants, Masonry Contractors, construction, Real Estate Developers, contractor,  Stone Setting,  ME,  and Other Stone Work, Waterproofing Contractors, Excavation Contractors, Masonry Contractors-Commercial & Industrial, Foundation Contractors, Masonry, Building & Construction, Plumbers, Altering & Remodeling Contractors, Foundation Building",Brewer,US,us/me/brewer/111oakgrovedr,44.793278,-68.741481,Burns Construction,2079892372,4412,ME,http://www.burnsconstructionme.com/
701 E Burnside St,"Brewery and Pub Kerns, Pub, Brewery, restaurant, Brewery and Pub",Portland,US,us/or/portland/701eburnsidest,45.52311198,-122.6584268,"Burnside Brewing Co., Burnside Brewing Company","5032083476, 5039468151",97214,OR,http://burnsidebrewco.com
5920 County Road K W,"Bars & Clubs, Pub Restaurants, Bars & Pubs, Restaurants, Breweries & Brew Pubs, Family Style Restaurants, Taverns, Bar & Grill Restaurants",Conover,US,us/wi/conover/5920countyroadkw,46.039831,-89.336146,Burnt Bridge Tavern,7154798530,"54519-9258, 54519",WI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4l8YMWrGJ7Zu0VoYYDVXo7uQJ5FipBCHzLaeyLJI4sJSbsqPWQ1IOlsy6vbpfb7IVbt_H7Xva0XU5R8csYaQXGDNVd8IMaivGWZ5o5aZEwSYP9sonUnABvgvL0t-ahR0HTbhPEY4ipvg7x4m1f36lOXzMW_417Ad6EFjIjmZQQEShmPniKjWzf86-E2nJU1PefuTG6Tq5awOuoLwy1RJu524VruaUMJGgiKs_a9PLg5BZwL2EGt_wSWEHkRO1ayC4vdMAHuAl0C71yt4N1jomSEzwH96ocq1n1MGYtLTxKvos-myW2zevLs_9cYBqxldhI6DIwLbXe4PYwdh34uqQUmSIpYHz4BGT58U1NDm6k0g&placement=listing_profile.c&cs_user=unknown&cs_session=88a03dfbd2a2413db16afcbbcd533d68f8bd8a14
2747 N Lincoln Ave,"American Restaurant, Brewery, Bar",Chicago,US,us/il/chicago/2747nlincolnave,41.931664,-87.65748,Burnt City Brewing Company,7732951270,60614,IL,http://burntcitybrewing.com
2260 Moon Station Ct N W,Brewers,Kennesaw,US,us/ga/kennesaw/2260moonstationctnw/16193314,34.040093,-84.616514,Burnt Hickory Brewery,7705148812,30144,GA,
5311 Brighton Rd,"Bars, American Restaurants, Pub Restaurants, Brew Pubs, Breweries & Brew Pubs, Restaurants, Bar & Grills, Taverns, Bar & Grill Restaurants",Brighton,US,us/mi/brighton/5311brightonrd/-495300495,42.52769,-83.84747,Burroughs Tavern,8102299988,"48116-9726, 48116",MI,http://burroughs-roadhouse.com
2101 26th St S,"Agricultural Consultants, Farm Product Storage, Food, Breweries, Grain Elevator Builders, Malt, elevator, Beverage Manufacturers, U.S., (1), wholesale,  MN, Moorhead, grain, supply, Moorhead Malt Manufacturers, Malt Beverage Manufacturers",Moorhead,US,us/mn/moorhead/210126thsts,46.853736,-96.736249,Busch Agricultural Resources,2182338531,56560,MN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttsjfmsPbSz3A6svhcESAbdin2aGV5--ffchpfgku_DsAyFYjnS3iP9iqvHsU1KGD2YJcZS9lA5pWTXtH1ez_tct2ioniCoZdh1TImny2GcfoLhUdbb2csgIhIu_IlmuEBWVpIKWx2aJOCM-3pMojJwMWQuP3x1su6rL88V_XSDX51spGjXrsnxb_EA1D38mtLqdEyIN399NJqwIh2ZpzsvO2BABuKUxX1h771eutCcKeMZHEJgjL4B9I8qEgxLZ3l4d_3Nv3pAN0PlKJbcqnjP8HT6uH3VG1UOrDkXPEEUxVc9kMuPP7ZX8bM5Z17PpIPPIzLzUeLc7l5pXrWDhhlmappWYF_GMfLUxE-OV4i15U&placement=listing_profile.b&cs_user=unknown&cs_session=7e1cf4349bea345752b4ccbfa711a60e9045b34a
8461 164th Ave N E,Brewery,Redmond,US,us/wa/redmond/8461164thavene,47.678143,-122.1216,Bushnell Craft Brewing Company,"4805101939, 4257029743",98052,WA,http://www.bushnellcraft.com
825 N River Rd N W,"Bars, Breweries & Brew Pubs, Bar & Grills, Taverns, Bar & Grill Restaurants",Warren,US,us/oh/warren/825nriverrdnw,41.266003,-80.834,Bushwhackers,3308476390,"44483-2134, 44483",OH,
2910 W Leigh St,Brewery and Winery Carytown - Museum District,Richmond,US,us/va/richmond/2910wleighst/1575803244,,,Buskey Cider,8043550100,23230,VA,buskeycider.com
2005 N Sherman Ave,"breweries & brew pubs, restaurants, bar & grill restaurants, Madison Wisconsin, Venues, Bar, recreation, food and drink, tavern",Madison,US,us/wi/madison/2005nshermanave,43.120416,-89.363695,Busse's Markway Tavern Inc,6082440320,53704-3930,WI,
1221 S Arlington St,"breweries & brew pubs, cocktail lounges, bar & grill restaurants, cocktail lounge restaurants, recreation, food and drink",Akron,US,us/oh/akron/1221sarlingtonst,41.038442,-81.491222,Busted Knuckle Saloon The,3307242790,44306-3565,OH,
7114 Oaklawn Dr,"Brewery Northwest Side, Brewery",San Antonio,US,us/tx/sanantonio/7114oaklawndr,29.49903442,-98.55582219,Busted Sandal Brewery,,78229,TX,http://bustedsandalbrewing.com
2704 Nebraska Ave,"Bars & Clubs, Restaurant, Bars & Pubs, Breweries & Brew Pubs, Venues, Toledo, Bar, Taverns, Bar & Grill Restaurants",Toledo,US,us/oh/toledo/2704nebraskaave,41.645504,-83.60815,Buster's Bar and Grill,4195359248,43607,OH,
2340 State Road 580,"breweries & brew pubs, cocktail lounges, bar & grill restaurants, Clearwater, Venues, Lounge, Food & Entertainment, Bars & Clubs",Clearwater,US,us/fl/clearwater/2340stateroad580/1273105872,,,Buster's Cocktail Lounge,7277996885,33763-1137,FL,
2875 Elk River Rd,"Breweries, Brewery",Steamboat Springs,US,us/co/steamboatsprings/2875elkriverrd,40.501596,-106.856733,Butcherknife Brewing Company,9708792337,80487,CO,butcherknifebrewing.com
9963 Prospect Ave,Brewery and Pub,Santee,US,us/ca/santee/9963prospectave/stee,32.83201835,-116.979548,Butcher's Brewing,,92071,CA,
6200 E Robinson Rd,"Wineries, Vineyards, Brewers",Bloomington,US,us/in/bloomington/6200erobinsonrd/-627058153,39.240787,-86.445284,Butler Vineyards,8123326660,47408,IN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJN_y1AprIZheOx7dBNOrX6Yyx4kEfbNQCgQSL_BSAQQDkDdiMqna1V73fP9-yKlVcfNj6up1btr0RkJzVspqZPX8iiHOIkc22faz7Hl-CjXHl1wwwYvYRzVGgw3lcnTJHuGCLC4BpiEx0GOUJ5bYaNT_F-zF295jO5WPCeJGg0cs0dciWXHveZnqDxV8Aps3OQyDRPQ8IfC6SiurgnyGt3Zh4yMntqtGECW4QbI1fN1QVqVRsVTxCW9SC3UREt2sZ_lQjeh-BLwx85Rm1xXUVX46ZkB4ENU2moUBt5RVvq2o0sTAg2eV_T9eBypqqwiQ3YFvoUceORcjui6bN2k4pu3Y43n13y2LVRB1RNOyCcoQ&placement=listing_profile&cs_user=unknown&cs_session=f613159ec745dab9446bede18766bd08d90e7a0b
1022 N College Ave,"Air Fresheners, Deordorant, Winemaking Equipment & Supplies, Brewers, Brewer Equipment Supplies & Services, Soap, Wineries, Glue",Bloomington,US,us/in/bloomington/1022ncollegeave,39.176227,-86.534567,Butler Winery & Vineyard,8123397233,47404,IN,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJoma5hL7Svcy9mzeU-eL8eLYr7JJnBT_4pq3l4HsKzeBHYpGmjzk4ifxA_knbm9jONhS9OyPlLUIL6IKkAW2GmODHmXC0U2TBzg-jE3EkEeEf3HAejhjBP_Obd4Ew9lkOVjC9sBJ54W__1Pat9vStHeR3Ns_V0tvVjQ8zYegeloM685G4mgaoRAAIxFQy2tKPKtuAsD1peJ28ZKODzlPVe2tnD94PS_NRPEn8xuZOzUvcXqoYPTEn6WDCC6SJj5FzBlfLVZwa_PhkOQ9s_pXJR-cd-0aPXCoq2TsfR77D4EiXBYRNdMCWFCFquohMRRf6_KXbkOaHuXAmWEzUkDQF4tR6LGfoc4Eu&placement=listing_profile&cs_user=unknown&cs_session=e92f9028dff0c2007b428a506dd7727c79fd68e2
465 E Galena St,"Bars & Clubs, Food & Drink, Nightlife, Breweries",Butte,US,us/mt/butte/465egalenast,46.01237,-112.526596,Butte Brewing Company,14064947710,59701,MT,
4021 State Highway 51,"Business Consultants, Brewers, Wineries, Wine Bar",Garrattsville,US,us/ny/garrattsville/4021statehighway51/-89536476,42.629061,-75.185465,Butternuts Beer & Ale,6072635070,13342,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJwxMctKvXrBNjjl9lHguVX39JJC8QG3Io8Vd6Db5NA4UyIxAhJpXLKOnFJxFqoorNhVc8KyBhWyywvXkkDZw8nLA5wbiwf6XvsloyylMyjqW_9Eh_V8ELuB8I80fXz7x2I20zGSyEDzZp7PBBNpRYjARO93uooJKLOGnKPZCUFyKECVWjz4tHfGOuGH6H_xt6jVCIWjP1wKs5KK8c_dKJth5fQOOGGYBH1L0rnhtDYdE1LYBtdn9nJEG7tV1f3yxgmdHVQK_S-tCICl3fikwBPJq5sRqSNv1nQj7qdD7jkDwhQ1ANqcavE8Qos09yEVL0xOuHhdulRiUedmHmqfWZc1PoedCc2N9B7LNYMygmAC6DE1iKd_kfsg&placement=listing_profile&cs_user=unknown&cs_session=0568f64644cb5682b745471ea03e0c952b522851
1500 Alamo Pintado Rd,"Vineyards, Farms, Brewers, Wineries",Solvang,US,us/ca/solvang/1500alamopintadord,34.621541,-120.114037,Buttonwood Farm Winery & Vnyrd,8056883032,93463,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ_DQufbfz1t_dklFttO0oM_YoC0j8cIYoLW_fIwJffxvS41lWJy5Zft2IrOj6CabdynsOE_up6vhBdEj4LtNAqAow8F5yDc0NTuntBBxArte-ppy49QjZlFVnw7DLLAeN-ds68K5yyAHwzyR67ed3QAPz4qlX-eoSxBdikd9hH9uLs7pWVMWQaveuRmvnRV1hPlIkZnps_hq0ap5xI1tQSMOAxO5DoRLSM5HyI95cuI24IJRKVQK8eOMKXCtQf-qfYIk9HgYLvrYOzeFqTZ529jJ6-srKqQDqrpJtVLC1wLKd8XZEe0Bvgqsaml5HgWPtWnSpyg9D9klOzkJqZzsU8rgRJ5rWa0dbFn1uiLjKgEU&placement=listing_profile&cs_user=unknown&cs_session=0d293f5da6456bfaaad4828f7efafa82758576de
5986 State Route 89,"Vineyards, Vineyard, Brewers, Wineries",Romulus,US,us/ny/romulus/5986stateroute89,42.733016,-76.76742,Buttonwood Grove Winery,6078699760,14541,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJIeP87JiSHgiCLUKOwYepglNsU_u379nVUy3tE1r9gc6MDmypYYUPbCuZXt7gSdRvE_H51aHJuN4Uccto4MqYBF52nKtr-7aCJ6SDf_kRY38n0Ix1jjoI7pdCAbjLWRVpgsHg4fFeNAH1sl6mqUrX7mielTTmKKIEk2gWawG5cwja55aq7cXgDAWLXQc_IsgGNWGd3_GkOf8AELwEGvy3HPta1BX2thpxMJhAq5oQ5K1usJ1bzyUdUREmhKPOC3BCe6ArgEdZS_vf5-lDn9nv6TjjS5L9L6omKefzbsUm1gzSwGWA6V9cZkYDQV89vN_anyiaUVUzowzPVOxh5mQEsqEUZxlTd0S9u46DisdzaUE&placement=listing_profile&cs_user=unknown&cs_session=5773fc46725797ae5aaa8ea52dbce23f3c65d8e7
212 Main St,Brewer Equipment Supplies & Services,Black River Falls,US,us/wi/blackriverfalls/212mainst,44.295174,-90.849778,Buzz & Brew Shop,,54615,WI,
98 Horseneck Rd,"Bars, Bars & Clubs, Brew Pubs, Food & Drink, Nightlife, Breweries, Beer & Ale",Westport,US,us/ma/westport/98horseneckrd,41.565434,-71.053345,Buzzard's Bay Brewing Inc,"5086360111, 5086362288, 15086362288",2790,MA,http://www.buzzardsbrew.com
125 W 43rd Saint (6th Ave/broadway),"Bar, Restaurant, Brewery, Restaurants",New York,US,us/ny/newyork/125w43rdsaint(6thave/broadway),40.75603489,-73.98483658,Bxl Cafe,2127680200,10036,NY,http://bxlcafe.pregraphic.com/bxlcafe/index.php
100 Hope Ave,"Byesville Food Containers (liquid Tight) Including Milk Cartons, Byesville Oh, Beverage Manufacturers, Business Services, Sanitary Food Containers Except Folding, Packing & Crating, Materials & Chemicals, Breweries, Beverage Dispensing Equipment & Supplies",Byesville,US,us/oh/byesville/100hopeave/1003731919,39.980697,-81.548729,Byesville Aseptics Inc,"7406852548, 7406851628","43723-9460, 43723",OH,
21850 Bear Creek Rd,"Vineyards, Vineyard, Brewers, Winery, Wineries",Losgatos,US,us/ca/losgatos/21850bearcreekrd,37.169705,-122.053343,Byington Vineyard & Winery,4083541111,95033,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf40ysd0decpdo13AK8-loVRMucJrMujO0LtWsWMZIbHhH3MdzvPeEm5zSzwuv9sWiLisBqLd_rS8S3huHW29pgw4SaPptkZ050ZgG6ND02fYxi_hFXyn4X8bRTxwurYqo15IG2Y0Rz6qbODdOhelhIxsrHqZIoHpAo8U2WMk0YVVL16L3tfJ9tcVEgtmYHRxvS-Efis2xbnveEWl7c1EyNTIOTIvtuj5gJOGEPm8lR2ZhtIFIKK12jZUhd45ZelT9k70RmLb82Rx6c8KtU0_vJ7SlZs2obLZxca4kBylrfCfxEtVrW8XvXhNSVWRKd-ymEpBWCkxZUtrT_-5cqk-9zsur7kdCh0p5rEzbHLNMFkpd&placement=listing_profile&cs_user=unknown&cs_session=17936d48425c60c56f62644c54d347122f4f7767
60 Greenfield Ave,Breweries,Ardmore,US,us/pa/ardmore/60greenfieldave/319879686,40.008597,-75.297575,C & D Brewing Co of Ardmore,,19003,PA,
645 Pressley Rd,"Distribution Services, Wholesale Restaurant Supplies, Paper Manufacturers, Breweries, Flavoring Extract Manufacturers, Wholesale Bar Supplies, Refrigeration Parts & Supplies, Beverage Manufacturers, Paper Mills, Wholesale Bar Fixtures, Wholesale Distribution Centers, Wholesale Restaurant Fixtures, Restaurant Equipment & Supplies Wholesale & Manufacturers, Bar Equipment Fixtures & Supplies, Wholesale Paper Products, Restaurant & Hotel Fixtures",Charlotte,US,us/nc/charlotte/645pressleyrd/stel,35.187028,-80.891684,C B S Distributing Inc,7045595283,28217,NC,
526 E 2nd St,"Bars, Cocktail Lounges, American Restaurants, Restaurants, Breweries & Brew Pubs, Cocktail Lounge Restaurants, Bar & Grills, Taverns, Bar & Grill Restaurants",Webster City,US,us/ia/webstercity/526e2ndst,42.46932,-93.8034,C C American Tap,5158329803,"50595, 50595-1712",IA,
43084 Rancho Way,Brewers,Temecula,US,us/ca/temecula/43084ranchoway,33.503856,-117.159145,C M Brewing Technologies,9516993045,92590,CA,
7 Silk St,"Brewer, ME, Agriculture, Ornamental Shrub and Tree Services, Brewer Removal Services, Bush and Tree, Brewer,  ME, Removal Services,  Bush and Tree",Brewer,US,us/me/brewer/7silkst,,,C&v Tree Removal Service,2079893222,04412-1817,ME,
1257 W 120th Ave,"American Restaurant, Brewery",Westminster,US,us/co/westminster/1257w120thave,39.91492837,-105.0008433,C.b. & Potts,3034515767,80234,CO,http://cbpotts.com
2140 Richland Ter,Brewery,Quakertown,US,us/pa/quakertown/2140richlandter,,,C.o.b. Brewery,,18951,PA,
329 Mcgill Ave,"Breweries, Food & Drink",Concord,US,us/nc/concord/329mcgillave,35.41582,-80.60581,Cabarrus Brewing Company,7044904487,28027,NC,
2319 Grindstone Pkwy,"MO"">Brewery",Columbia,US,us/mo/columbia/2319grindstonepkwy,38.91396582,-92.30464518,Cabbage Patch,,65201,MO,
520 Mill St N E,"Brewery, New American Restaurant, and Bar",Vienna,US,us/va/vienna/520millstne/874465363,38.907732,-77.270579,Caboose Brewing Company,7038658580,22180,VA,http://www.caboosebrewing.com/
102 E Cook St,"barbecue, breweries & brew pubs, cocktail lounges, restaurants, bar & grill restaurants",Portage,US,us/wi/portage/102ecookst,,,Cactus Club Bar and Grill,6087420222,53901-2205,WI,
233 Edwards Plz,"Saint Simons Island, GA, Beverages, Malt Beverages, Saint Simons Island Brewers, Saint Simons Island,  GA, Brewers",Saint Simons Island,US,us/ga/saintsimonsisland/233edwardsplz,,,Cacys Brew,9126380310,31522-2523,GA,
100 Aviation Pkwy,"Beverage Manufacturers, Breweries",Waco,US,us/tx/waco/100aviationpkwy,31.617558,-97.054411,Cadbury Schweppes,2544120143,76705,TX,
9320 15th Ave S,"Brewers, Wineries",Seattle,US,us/wa/seattle/932015thaves/stecf,47.519085,-122.312872,Cadence Winery,2063819507,98108,WA,
516 N Mitchell St,"Cocktail Lounges, American Restaurants, Restaurants, Breweries & Brew Pubs, Venues, recreation, Taverns, Bars, Lounge, food and drink, Cocktail Lounges & Bars, cocktail, Pub Food, Auto Dealers-new Cars, Bar & Grills, Bar & Grill Restaurants, Cadillac",Cadillac,US,us/mi/cadillac/516nmitchellst,44.254166,-85.40248,Cadillac Party Lounge,"2317759073, 2318761771",49601,MI,http://www.facebook.com/officialcadillacpartylounge
3600 Las Vegas Blvd S,"American Restaurant, American Restaurants, Restaurants, Brewery, Caf",Las Vegas,US,us/nv/lasvegas/3600lasvegasblvds/-1710157844,36.11193,-115.17308,Cafe Bellagio,"7026937223, 7026938151, 7026937356, 7026937444, 7026937111",89109,NV,http://bit.ly/VisitBellagio
27 N 3rd St,"Caf and Brewery, Brewery, Café",Fernandina Beach,US,us/fl/fernandinabeach/27n3rdst,30.67227444,-81.46300385,Cafe Karibo & Karibrew Brew Pub,9042775269,32034,FL,cafekaribo.com
2001 1st Ave S,"Breweries, Food & Drink",St. Petersburg,US,us/fl/stpetersburg/20011staves/-803834268,27.770464,-82.66044,Cage Brewing,7273607710,33712,FL,
2616 3rd Ave S,"Brewers, Deordorant, Soap, Glue, Air Fresheners",Birmingham,US,us/al/birmingham/26163rdaves/1747440758,33.514562,-86.793758,Cahaba Brewing Co,2053077118,35233,AL,
206 Rayburn St,"Bars & Pubs, Pubs, Breweries, Beer & Ale Distributors, Beer & Ale Retail, Brewery and Pub",Lafayette,US,us/la/lafayette/206rayburnst,30.215707,-92.049562,Cajun Brewing,3378069196,70506,LA,cajunbrewing.com
140 N E Hill St,"Beer Homebrewing Equipment & Supplies, Brewery, Beer & Ale",Albany,US,us/or/albany/140nehillst,44.639015,-123.09358,Calapooia Brewing Company,"4044557863, 5419281931",97321,OR,calapooiabrewing.com
540 Clover Ln,Brewery,Ashland,US,us/or/ashland/540cloverln,42.18224822,-122.6630191,Caldera Brewing Company,"5.414824677E9, 5414824677",97520,OR,calderabrewing.com
31 Water St,Brewery and Pub,Ashland,US,us/or/ashland/31waterst/-1933762917,42.19844865,-122.7153969,Caldera Tap House,5414824677,97520,OR,calderabrewing.com
6227 S State St,brewery,Murray,US,us/ut/murray/6227sstatest,,,California Pizza Kitchen,8012901124,84107,UT,
4526 Tennyson St,"Brewery, Breweries, Brewery Berkeley",Denver,US,us/co/denver/4526tennysonst,39.778922,-105.043802,Call To Arms Brewing Company,,80212,CO,http://calltoarmsbrewing.com
Central Ave,Brewery Abington,Glenside,US,us/pa/glenside/centralave,,,Callisto's Castle,,19038,PA,
514 N Hill Dale Rd,Brewers,Lexington,US,us/ky/lexington/514nhilldalerd,38.012949,-84.534382,Call-the Void Brewing Project,,40503,KY,
15850 Commerce Ct,"Breweries, Food & Drink",Upper Marlboro,US,us/md/uppermarlboro/15850commercect/-664078180,38.886375,-76.730965,Calvert Brewing Company,12402454609,20774,MD,
631 S 6th St,"breweries & brew pubs, bar & grill restaurants, Taverns, Bars & Clubs, Bars & Pubs, recreation, food and drink",Milwaukee,US,us/wi/milwaukee/631s6thst,43.024536,-87.918311,Camacho's Bar,4142230496,53204-1525,WI,
723 Sandtown Rd S W,"Restaurant, Pub, and Brewery",Marietta,US,us/ga/marietta/723sandtownrdsw/-526705727,,,Camaleon Night Club & Restaurant,7704192011,30008,GA,
334 Benson Rd,"Wineries, Brewers",Portangeles,US,us/wa/portangeles/334bensonrd,48.101656,-123.477413,Camaraderie Cellars,3604173564,98363,WA,http://www.camaraderiecellars.com/
4250 Leigh Ave,brewery,San Jose,US,us/ca/sanjose/4250leighave,,,Cambrian Brewing Co,,,CA,
1 Kendall Sq,"New American Restaurant, Brewery, Beer Garden",Cambridge,US,us/ma/cambridge/1kendallsq/bldg100,,,Cambridge Brewing Company,6174941994,2139,MA,http://cambridgebrewingcompany.com
504 Poplar St,"center, Breweries & Brew Pubs, Gyms and Fitness Centers, recreation, entertainment",Cambridge,US,us/md/cambridge/504poplarst,38.570392,-76.077439,Cambridge Recreation Centre,"4104633064, 4102288300",21613,MD,http://www.realerevival.com
416 E Washington Ave,"Food & Dining, Beverages, Breweries, Arkansas, Camden, Wholesale Trade-non-durable Goods, Beer and ale, Beer and other fermented malt liquors, , Home",Camden,US,us/ar/camden/416wwashingtonst,33.5875,-92.825,Camden Wholesale Inc,8708365796,71701,AR,
506 W Broadway St,"Take Out Restaurants, Fast Food Restaurants, American Restaurants, Restaurant, Caterers, Brew Pubs, Barbecue Restaurants, Restaurants, Beer & Ale, Steak Houses, Brewery, Steakhouse, and Wine Shop, Bar & Grills, Seafood Restaurants, Wine",Mount Pleasant,US,us/mi/mountpleasant/506wbroadwayst,43.60501,-84.78186705,Camille's - On The River,"9897730259, 8663815022, 19897752337, 9897330259, 9897752337",48858,MI,http://www.camillesontheriver.com
200 E Campbell Ave,Brewery,Campbell,US,us/ca/campbell/200ecampbellave/1669569761,37.28679,-121.94644,Campbell Brewing Company,4087967584,95008,CA,
261 Wiswell Rd,"Tree Service, Brewer,  ME, Agriculture, Ornamental Shrub and Tree Services, Brewer Ornamental Shrub and Tree Services, services, landscaping, landscaping services, tree",Brewer,US,us/me/brewer/261wiswellrd,44.7577,-68.73289,Campbell's Tree Service,2079895565,4412,ME,
1110 W Campus Dr,"Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Cocktail Lounge Restaurants",Wausau,US,us/wi/wausau/1110wcampusdr/-23747138,,,Campus Pub,7156751960,54401-1876,WI,http://www.thecampuspub.com
5360 Route 38,"Gift Shops, Grocery Stores, Breweries, Beverage Stores, Beer & Ale Distributors, Wine Stores, Wine & Distilled Beverages Retail, Liquor Stores, Beer & Ale Retail, Food & Entertainment",Merchantville,US,us/nj/merchantville/5360route38,39.935303,-75.061653,Canal's Liquor Store,8563244290,8109,NJ,
